,fecha,portero_l,defensas_l,centrocampistas_l,delanteros_l,alineacion_l,local,Resultado_l,gol_l,gol_v,Resultado_v,visitante,alineacion_v,portero_v,defensas_v,centrocampistas_v,delanteros_v,victorias_l,empates,victorias_v
61,2019-09-28,77.17,70.75,70.72,55.22,4-2-3-1,ATHLETIC,P,0,1,G,VALENCIA,4-4-2,79.0,60.67,72.61,69.61,68,43,73
62,2019-09-28,77.0,64.2,64.83,65.0,4-4-2,GETAFE,P,0,2,G,BARCELONA,4-3-3,86.33,66.0,70.89,73.33,3,6,23
63,2019-09-28,76.83,59.42,65.08,68.67,4-2-3-1,GRANADA,G,1,0,P,LEGANES,5-3-2,72.02,58.33,63.42,67.17,1,0,3
64,2019-09-28,85.83,66.38,74.33,71.25,4-4-2,ATLETICO,E,0,0,E,REAL MADRID,4-3-3,81.5,69.88,72.94,75.44,57,56,110
65,2019-09-29,72.67,64.91,69.83,64.67,4-2-3-1,ESPANYOL,P,0,2,G,REAL VALLADOLID,4-4-2,78.17,62.5,61.5,67.29,39,28,30
66,2019-09-29,75.0,62.5,66.21,64.08,4-3-3,EIBAR,G,2,0,P,CELTA,4-4-2,73.17,61.62,69.11,72.25,9,4,9
67,2019-09-29,70.67,60.07,62.83,62.18,4-4-2,DEPORTIVO ALAVES,G,2,0,P,MALLORCA,4-4-2,68.17,61.0,60.08,62.33,9,6,17
68,2019-09-29,79.0,65.04,68.92,68.72,4-4-2,LEVANTE,E,1,1,E,OSASUNA,4-4-2,72.67,61.38,68.5,69.33,12,2,14
69,2019-09-29,78.17,70.42,68.83,70.44,4-3-3,SEVILLA,G,3,2,P,R. SOCIEDAD,4-2-3-1,72.02,69.67,65.21,74.0,46,32,50
70,2019-10-04,71.67,70.4,75.0,64.89,4-4-2,REAL BETIS,E,1,1,E,EIBAR,4-3-3,75.0,59.83,53.88,64.08,6,6,6
71,2019-10-05,72.02,60.21,65.22,60.58,5-3-2,LEGANES,P,1,2,G,LEVANTE,4-3-3,79.0,64.46,67.33,69.72,7,5,9
72,2019-10-05,72.02,71.12,72.94,75.44,4-3-3,REAL MADRID,G,4,2,P,GRANADA,4-2-3-1,76.83,59.42,65.08,68.67,35,10,7
73,2019-10-05,79.0,67.25,72.61,69.61,4-4-2,VALENCIA,G,2,1,P,DEPORTIVO ALAVES,4-4-2,70.67,57.25,65.92,65.01,19,6,9
74,2019-10-05,72.67,63.33,68.5,69.33,4-4-2,OSASUNA,G,2,1,P,VILLARREAL,4-4-2,79.67,63.75,61.17,72.33,14,8,16
75,2019-10-06,68.17,58.58,63.5,56.0,4-2-3-1,MALLORCA,G,2,0,P,ESPANYOL,4-3-3,72.02,69.67,65.75,72.67,23,11,25
76,2019-10-06,73.17,61.62,71.11,72.25,4-4-2,CELTA,G,1,0,P,ATHLETIC,4-2-3-1,77.17,69.53,66.39,46.58,33,24,66
77,2019-10-06,78.17,61.67,61.0,67.29,4-4-2,REAL VALLADOLID,E,0,0,E,ATLETICO,4-4-2,85.83,66.38,74.33,71.92,28,22,58
78,2019-10-06,74.0,63.61,69.75,71.78,4-2-3-1,R. SOCIEDAD,P,1,2,G,GETAFE,4-4-2,77.0,66.97,66.17,61.72,5,7,10
79,2019-10-06,86.33,63.0,74.5,77.06,4-3-3,BARCELONA,G,4,0,P,SEVILLA,4-3-3,78.17,72.0,68.83,70.44,108,36,44
80,2019-10-18,76.83,61.56,65.08,64.39,4-4-2,GRANADA,G,1,0,P,OSASUNA,4-5-1,72.67,63.33,66.92,70.0,9,6,11
81,2019-10-19,75.0,62.5,40.5,66.06,4-4-2,EIBAR,P,0,3,G,BARCELONA,4-3-3,86.33,70.11,70.89,78.28,0,1,9
82,2019-10-19,85.83,64.29,74.33,71.92,4-4-2,ATLETICO,E,1,1,E,VALENCIA,4-5-1,79.0,67.25,72.42,69.61,78,47,67
83,2019-10-19,77.0,66.17,64.83,61.72,4-4-2,GETAFE,G,2,0,P,LEGANES,5-3-2,72.02,58.25,63.39,56.83,13,12,14
84,2019-10-19,68.17,58.58,63.5,56.0,4-3-3,MALLORCA,G,1,0,P,REAL MADRID,4-4-2,81.5,72.21,72.25,71.72,14,12,38
85,2019-10-20,78.5,59.63,69.0,65.01,4-4-2,DEPORTIVO ALAVES,G,2,0,P,CELTA,4-4-2,73.17,60.25,71.11,72.25,23,16,23
86,2019-10-20,77.67,62.92,69.75,71.78,4-2-3-1,R. SOCIEDAD,G,3,1,P,REAL BETIS,4-4-2,71.67,57.12,76.17,64.89,45,27,36
87,2019-10-20,72.67,61.11,69.83,64.67,5-3-2,ESPANYOL,P,0,1,G,VILLARREAL,4-4-2,79.67,65.38,61.17,71.33,13,20,15
88,2019-10-20,77.17,68.75,70.72,53.94,4-2-3-1,ATHLETIC,E,1,1,E,REAL VALLADOLID,4-4-2,78.17,61.67,61.0,67.25,45,27,28
89,2019-10-20,78.17,70.42,69.17,73.92,4-3-3,SEVILLA,G,1,0,P,LEVANTE,4-2-3-1,79.0,64.96,68.06,70.83,16,9,7
90,2019-10-25,79.67,65.12,61.17,71.33,4-4-2,VILLARREAL,G,4,1,P,DEPORTIVO ALAVES,4-4-2,78.5,59.63,69.0,65.01,8,1,13
91,2019-10-26,72.02,59.17,65.22,63.42,4-4-2,LEGANES,G,1,0,P,MALLORCA,4-3-3,68.17,58.58,63.5,56.0,3,4,5
92,2019-10-26,78.17,61.67,61.0,67.25,4-4-2,REAL VALLADOLID,G,2,0,P,EIBAR,4-3-3,75.0,63.88,47.78,67.56,6,4,3
93,2019-10-26,85.83,69.58,75.06,72.58,4-4-2,ATLETICO,G,2,0,P,ATHLETIC,4-2-3-1,77.17,68.04,70.72,53.94,89,34,78
94,2019-10-27,73.17,61.62,69.58,72.25,4-4-2,CELTA,P,0,1,G,R. SOCIEDAD,4-2-3-1,77.67,62.92,75.5,71.78,40,34,51
95,2019-10-27,76.83,59.42,65.08,67.42,4-2-3-1,GRANADA,G,1,0,P,REAL BETIS,4-2-3-1,71.67,66.5,75.0,68.75,16,10,23
96,2019-10-27,79.0,63.58,69.78,70.83,4-3-3,LEVANTE,P,0,1,G,ESPANYOL,3-5-2,72.67,61.11,69.83,59.83,9,14,14
97,2019-10-27,78.17,70.42,69.17,73.92,4-3-3,SEVILLA,G,2,0,P,GETAFE,4-4-2,77.0,63.67,64.83,61.72,13,7,13
98,2019-10-27,72.67,63.28,67.61,69.33,4-4-2,OSASUNA,G,3,1,P,VALENCIA,4-4-2,73.83,69.83,71.94,71.25,16,22,42
99,2019-12-18,86.33,68.78,73.5,78.28,4-3-3,BARCELONA,E,0,0,E,REAL MADRID,4-4-2,81.5,72.75,72.96,75.08,97,51,95
100,2019-10-29,78.5,59.63,69.0,65.01,4-4-2,DEPORTIVO ALAVES,E,1,1,E,ATLETICO,4-4-2,85.83,68.25,75.33,75.5,9,4,14
101,2019-10-29,86.33,68.78,70.75,74.83,4-3-3,BARCELONA,G,5,1,P,REAL VALLADOLID,5-4-1,78.17,61.67,64.83,68.56,60,16,16
102,2019-10-30,77.67,63.5,70.83,71.42,4-2-3-1,R. SOCIEDAD,P,1,2,G,LEVANTE,4-4-2,79.0,65.04,69.75,69.92,12,10,10
103,2019-10-30,79.0,70.08,71.14,68.75,4-2-3-1,VALENCIA,E,1,1,E,SEVILLA,4-3-3,78.17,69.62,69.06,76.5,88,33,71
104,2019-10-30,77.17,70.75,70.72,53.94,4-2-3-1,ATHLETIC,G,3,0,P,ESPANYOL,3-5-2,72.02,59.56,69.83,72.67,83,40,68
105,2019-10-30,71.67,67.3,76.17,65.33,4-2-3-1,REAL BETIS,G,2,1,P,CELTA,4-2-3-1,73.17,59.42,70.67,72.25,30,22,26
106,2019-10-30,81.5,72.71,72.94,73.72,4-3-3,REAL MADRID,G,5,0,P,LEGANES,4-2-3-1,72.02,62.25,65.67,67.17,9,1,2
107,2019-10-31,75.0,62.5,51.67,63.67,4-4-2,EIBAR,G,2,1,P,VILLARREAL,4-5-1,79.67,63.5,64.5,69.75,10,5,9
108,2019-10-31,68.17,58.58,63.5,56.0,4-5-1,MALLORCA,E,2,2,E,OSASUNA,4-2-3-1,73.67,60.79,67.28,72.0,21,20,21
109,2019-10-31,77.0,66.97,64.83,65.0,4-4-2,GETAFE,G,3,1,P,GRANADA,3-6-1,76.83,57.39,63.42,68.58,2,5,6
110,2019-11-02,72.67,61.11,69.83,64.75,5-3-2,ESPANYOL,P,1,2,G,VALENCIA,4-4-2,79.0,60.67,72.44,69.61,60,35,85
111,2019-11-02,79.0,65.04,69.75,69.92,4-4-2,LEVANTE,G,3,1,P,BARCELONA,4-3-3,86.33,64.08,74.5,78.28,4,4,26
112,2019-11-02,78.17,70.42,67.89,70.0,3-5-2,SEVILLA,E,1,1,E,ATLETICO,4-4-2,85.83,69.58,75.06,72.58,57,54,70
113,2019-11-02,81.5,72.75,73.67,73.72,4-3-3,REAL MADRID,E,0,0,E,REAL BETIS,5-3-2,71.67,66.17,75.0,64.0,73,26,30
114,2019-11-03,78.17,57.67,61.0,67.25,4-4-2,REAL VALLADOLID,G,3,0,P,MALLORCA,4-5-1,72.02,58.58,65.83,62.33,28,18,23
115,2019-11-03,79.67,63.75,61.17,71.33,4-2-3-1,VILLARREAL,E,0,0,E,ATHLETIC,4-2-3-1,77.17,70.75,69.42,55.22,17,12,15
116,2019-11-03,72.67,61.38,68.5,71.0,4-4-2,OSASUNA,G,4,2,P,DEPORTIVO ALAVES,4-4-2,78.5,59.63,67.08,65.58,28,10,23
117,2019-11-03,73.17,61.62,68.67,73.33,4-4-2,CELTA,P,0,1,G,GETAFE,4-4-2,77.0,64.08,63.33,51.25,5,5,6
118,2019-11-03,72.02,59.17,65.0,63.72,4-3-3,LEGANES,P,1,2,G,EIBAR,4-4-2,75.0,62.5,51.67,64.08,10,11,10
119,2019-11-03,76.83,59.42,65.5,64.92,4-2-3-1,GRANADA,P,1,2,G,R. SOCIEDAD,4-2-3-1,77.67,62.92,70.83,71.78,21,10,23
120,2019-11-08,77.67,62.92,75.5,71.58,4-2-3-1,R. SOCIEDAD,E,1,1,E,LEGANES,5-3-2,72.02,57.79,65.22,67.17,3,2,1
121,2019-11-09,78.5,62.4,65.92,65.01,4-4-2,DEPORTIVO ALAVES,G,3,0,P,REAL VALLADOLID,4-4-2,78.17,55.33,62.08,67.25,17,8,23
122,2019-11-09,79.0,70.08,72.44,68.67,4-4-2,VALENCIA,G,2,0,P,GRANADA,4-2-3-1,76.83,59.33,65.08,66.08,36,9,16
123,2019-11-09,75.0,64.06,51.67,63.67,4-4-2,EIBAR,P,0,4,G,REAL MADRID,4-3-3,81.5,73.33,75.33,74.75,1,2,9
124,2019-11-09,86.33,66.61,74.5,76.17,4-3-3,BARCELONA,G,4,1,P,CELTA,5-3-2,73.17,61.93,66.83,73.33,67,29,26
125,2019-11-10,68.17,58.58,64.58,62.33,4-2-3-1,MALLORCA,G,3,1,P,VILLARREAL,4-4-2,79.67,65.25,61.17,71.33,13,11,18
126,2019-11-10,77.17,70.75,70.72,53.94,4-2-3-1,ATHLETIC,G,2,1,P,LEVANTE,4-4-2,79.0,65.04,69.75,69.92,15,5,8
127,2019-11-10,85.83,67.44,73.83,71.17,4-4-2,ATLETICO,G,3,1,P,ESPANYOL,3-6-1,72.67,57.49,69.83,64.75,96,32,59
128,2019-11-10,77.0,65.71,64.83,64.92,4-4-2,GETAFE,E,0,0,E,OSASUNA,4-2-3-1,72.67,61.8,67.61,72.0,12,10,12
129,2019-11-10,71.67,66.17,75.0,64.0,5-3-2,REAL BETIS,P,1,2,G,SEVILLA,4-3-3,78.17,70.42,68.83,70.44,39,31,60
130,2019-11-22,79.0,65.04,68.06,68.72,4-3-3,LEVANTE,G,2,1,P,MALLORCA,4-2-3-1,68.17,58.58,63.5,62.33,15,16,16
131,2019-11-23,72.02,58.25,67.25,67.17,5-4-1,LEGANES,P,1,2,G,BARCELONA,4-2-3-1,86.33,66.08,70.75,77.46,1,0,5
132,2019-11-23,71.67,64.77,75.0,66.25,3-6-1,REAL BETIS,G,2,1,P,VALENCIA,4-4-2,79.0,66.29,72.75,68.67,37,27,68
133,2019-11-23,76.83,59.42,63.0,66.08,4-2-3-1,GRANADA,E,1,1,E,ATLETICO,4-4-2,85.83,69.58,75.17,71.17,11,9,31
134,2019-11-23,81.5,72.75,75.33,73.72,4-3-3,REAL MADRID,G,3,1,P,R. SOCIEDAD,4-2-3-1,77.67,65.21,75.5,71.78,93,39,35
135,2019-11-24,72.67,62.0,69.83,69.67,3-6-1,ESPANYOL,E,1,1,E,GETAFE,4-4-2,77.0,66.47,64.83,65.0,12,8,12
136,2019-11-24,72.5,61.83,68.33,71.0,4-2-3-1,OSASUNA,P,1,2,G,ATHLETIC,4-2-3-1,77.17,70.75,67.96,53.94,20,25,41
137,2019-11-24,75.0,62.5,41.42,64.62,4-4-2,EIBAR,P,0,2,G,DEPORTIVO ALAVES,4-2-3-1,78.5,61.6,62.83,64.58,22,18,16
138,2019-11-24,79.67,64.75,61.17,72.33,4-5-1,VILLARREAL,P,1,3,G,CELTA,4-3-3,72.02,61.62,68.11,73.33,10,6,12
139,2019-11-24,78.17,62.5,61.5,67.67,4-4-2,REAL VALLADOLID,P,0,1,G,SEVILLA,4-3-3,78.17,70.42,69.17,70.44,32,19,49
140,2019-11-29,72.02,61.62,68.33,72.25,4-3-3,CELTA,E,0,0,E,REAL VALLADOLID,4-4-2,78.17,61.67,61.0,67.67,43,23,29
141,2019-11-30,78.5,62.4,62.83,65.01,4-4-2,DEPORTIVO ALAVES,P,1,2,G,REAL MADRID,4-3-3,72.02,73.25,73.5,75.08,4,3,27
142,2019-11-30,77.67,65.21,75.5,71.78,4-2-3-1,R. SOCIEDAD,G,4,1,P,EIBAR,4-2-3-1,75.0,61.0,51.67,67.67,11,7,5
143,2019-11-30,68.17,58.58,63.5,62.33,4-5-1,MALLORCA,P,1,2,G,REAL BETIS,3-6-1,71.67,67.1,75.0,66.25,31,12,29
144,2019-11-30,79.0,65.56,72.75,68.75,4-4-2,VALENCIA,G,2,1,P,VILLARREAL,4-4-2,79.67,63.5,67.42,71.33,23,11,17
145,2019-12-01,78.17,70.42,67.33,67.42,4-3-3,SEVILLA,G,1,0,P,LEGANES,5-3-2,72.02,59.17,63.42,67.17,7,4,3
146,2019-12-01,77.17,70.75,67.96,53.94,4-2-3-1,ATHLETIC,G,2,0,P,GRANADA,4-3-3,76.83,61.56,64.39,68.67,26,12,12
147,2019-12-01,72.67,62.0,69.83,69.67,3-5-2,ESPANYOL,P,2,4,G,OSASUNA,4-4-2,66.0,62.83,67.61,69.33,28,16,28
148,2019-12-01,77.0,64.47,64.67,62.5,4-4-2,GETAFE,G,4,0,P,LEVANTE,4-4-2,79.0,64.25,68.62,69.92,10,15,12
149,2019-12-01,85.83,67.44,73.83,73.11,4-4-2,ATLETICO,P,0,1,G,BARCELONA,4-3-3,86.33,66.0,73.5,78.28,76,54,104
150,2019-12-06,79.67,63.5,64.5,71.33,4-5-1,VILLARREAL,E,0,0,E,ATLETICO,4-4-2,85.83,68.25,73.83,71.92,14,9,13
151,2019-12-07,81.5,72.75,72.94,72.94,4-3-3,REAL MADRID,G,2,0,P,ESPANYOL,5-3-2,72.67,60.83,69.83,67.17,112,36,44
152,2019-12-07,76.83,61.56,65.08,64.39,4-2-3-1,GRANADA,G,3,0,P,DEPORTIVO ALAVES,4-4-2,78.5,60.17,65.92,65.01,4,4,4
153,2019-12-07,79.0,67.83,71.04,70.83,4-4-2,LEVANTE,P,2,4,G,VALENCIA,4-4-2,79.0,67.25,72.75,71.58,7,7,18
154,2019-12-07,86.33,66.0,71.04,78.28,4-3-3,BARCELONA,G,5,2,P,MALLORCA,4-3-3,68.17,58.58,63.5,62.33,36,12,17
155,2019-12-08,75.0,60.12,41.42,65.22,4-4-2,EIBAR,P,0,1,G,GETAFE,4-4-2,77.0,66.81,64.83,59.25,5,11,6
156,2019-12-08,71.67,64.37,75.0,66.78,3-6-1,REAL BETIS,G,3,2,P,ATHLETIC,4-2-3-1,77.17,70.75,67.96,66.0,36,40,51
157,2019-12-08,78.17,62.5,61.5,66.83,4-4-2,REAL VALLADOLID,E,0,0,E,R. SOCIEDAD,4-2-3-1,77.67,61.33,69.75,71.78,30,29,40
158,2019-12-08,72.02,64.5,63.42,67.17,3-4-3,LEGANES,G,3,2,P,CELTA,4-3-3,73.17,61.62,71.11,72.25,3,2,3
159,2019-12-08,66.0,61.0,66.92,71.0,4-4-2,OSASUNA,E,1,1,E,SEVILLA,4-3-3,78.17,70.42,69.06,70.83,31,24,45
160,2019-12-13,78.5,61.6,67.08,65.58,4-4-2,DEPORTIVO ALAVES,E,1,1,E,LEGANES,5-3-2,72.02,62.25,67.25,67.17,5,12,4
161,2019-12-14,76.83,61.56,65.08,64.39,4-2-3-1,GRANADA,P,1,2,G,LEVANTE,4-4-2,79.0,62.58,71.04,70.83,21,7,22
162,2019-12-14,77.67,67.17,69.75,73.39,4-2-3-1,R. SOCIEDAD,E,2,2,E,BARCELONA,4-3-3,86.33,68.78,71.04,78.28,36,41,105
163,2019-12-14,77.17,70.75,68.42,53.94,4-2-3-1,ATHLETIC,E,0,0,E,EIBAR,4-4-2,75.0,60.75,66.56,63.56,10,7,1
164,2019-12-14,85.83,63.58,75.06,71.92,4-4-2,ATLETICO,G,2,0,P,OSASUNA,4-2-3-1,72.08,61.83,67.71,71.0,41,15,28
